row_id,row_idx,main_name,brand_count,questions_generated,avg_length,elapsed_ms,provider,model,version
v5_row_108,108,Teriflunomide 경구제,1,0,0.0,42480,openai,gpt-4o-mini,v5
v5_row_109,109,Levobupivacaine HCl 25mg 주사제,1,0,0.0,51995,openai,gpt-4o-mini,v5
v5_row_110,110,Lidocaine HCl 주사제,1,0,0.0,39274,openai,gpt-4o-mini,v5
v5_row_107,107,Satralizumab 주사제,1,0,0.0,68942,openai,gpt-4o-mini,v5
v5_row_105,105,Risdiplam 경구제,1,0,0.0,85225,openai,gpt-4o-mini,v5
v5_row_111,111,Atracurium besylate 주사제,1,0,0.0,52172,openai,gpt-4o-mini,v5
v5_row_113,113,Eperisone hydrochloride 경구제,1,0,0.0,48485,openai,gpt-4o-mini,v5
v5_row_114,114,Bethanechol chloride 경구제,1,0,0.0,44796,openai,gpt-4o-mini,v5
v5_row_115,115,Glycopyrrolate 주사제,1,0,0.0,41991,openai,gpt-4o-mini,v5
v5_row_117,117,Hyoscine butylbromide 주사제,1,0,0.0,33618,openai,gpt-4o-mini,v5
v5_row_116,116,Oxybutynin 경구제,1,0,0.0,64578,openai,gpt-4o-mini,v5
v5_row_119,119,Bilberry fruit dried ext. 경구제,1,0,0.0,27433,openai,gpt-4o-mini,v5
v5_row_112,112,baclofen 주사제,2,0,0.0,91693,openai,gpt-4o-mini,v5
v5_row_122,122,Dexamethasone 700㎍ 이식제,1,0,0.0,31123,openai,gpt-4o-mini,v5
v5_row_121,121,Cyclosporin 0.1% 외용제,1,0,0.0,52725,openai,gpt-4o-mini,v5
v5_row_124,124,Omidenepag isopropyl 외용제,1,0,0.0,29314,openai,gpt-4o-mini,v5
v5_row_120,120,Cyclosporin 0.05% 외용제,1,0,0.0,60723,openai,gpt-4o-mini,v5
v5_row_118,118,Tafamidis meglumine 경구제,1,0,0.0,73604,openai,gpt-4o-mini,v5
v5_row_123,123,Natamycin 외용제,1,0,0.0,46234,openai,gpt-4o-mini,v5
v5_row_127,127,Tafluprost 외용제,1,0,0.0,36551,openai,gpt-4o-mini,v5
v5_row_125,125,Rebamipide 0.1g/5ml 외용제,1,0,0.0,48169,openai,gpt-4o-mini,v5
v5_row_131,131,Voretigene neparvovec 주사제,1,0,0.0,23789,openai,gpt-4o-mini,v5
v5_row_129,129,Triamcinolone acetonide 주사제,1,0,0.0,56119,openai,gpt-4o-mini,v5
v5_row_128,128,Tosufloxacin tosylate 외용제,1,0,0.0,71634,openai,gpt-4o-mini,v5
v5_row_126,126,Sodium hyaluronate 18mg/10ml 외용제,1,0,0.0,87724,openai,gpt-4o-mini,v5
v5_row_132,132,Ciprofloxacin HCl + Dexamethasone 외용제,1,0,0.0,41667,openai,gpt-4o-mini,v5
v5_row_134,134,Micronized ciclesonide 외용제,1,0,0.0,25825,openai,gpt-4o-mini,v5
v5_row_133,133,Fluticasone furoate 외용제,1,0,0.0,37147,openai,gpt-4o-mini,v5
v5_row_137,137,Piprinhydrinate 제제,1,0,0.0,22085,openai,gpt-4o-mini,v5
v5_row_130,130,Verteporfin 주사제,1,0,0.0,97530,openai,gpt-4o-mini,v5
v5_row_136,136,Desloratadine 경구제,1,0,0.0,28256,openai,gpt-4o-mini,v5
v5_row_135,135,olopatadine + mometasone furoate 외용제,1,0,0.0,49658,openai,gpt-4o-mini,v5
v5_row_138,138,Rupatadine 경구제,1,0,0.0,30471,openai,gpt-4o-mini,v5
v5_row_142,142,Belimumab 주사제,1,0,0.0,26319,openai,gpt-4o-mini,v5
v5_row_141,141,Basiliximab 주사제,1,0,0.0,33803,openai,gpt-4o-mini,v5
v5_row_140,140,Baricitinib 경구제,1,0,0.0,57746,openai,gpt-4o-mini,v5
v5_row_146,146,Dimethyl fumarate 경구제,1,0,0.0,29134,openai,gpt-4o-mini,v5
v5_row_139,139,Abrocitinib 경구제,1,0,0.0,84396,openai,gpt-4o-mini,v5
v5_row_143,143,Cyclosporine 경구제,1,0,0.0,62287,openai,gpt-4o-mini,v5
v5_row_144,144,Cyclosporine 주사제,1,0,0.0,65124,openai,gpt-4o-mini,v5
v5_row_145,145,Deucravacitinib 경구제,1,0,0.0,72149,openai,gpt-4o-mini,v5
v5_row_149,149,Filgotinib 경구제,1,0,0.0,46895,openai,gpt-4o-mini,v5
v5_row_147,147,Dupilumab 주사제,1,0,0.0,71290,openai,gpt-4o-mini,v5
v5_row_148,148,Everolimus 경구제,1,0,0.0,71807,openai,gpt-4o-mini,v5
v5_row_152,152,Ixekizumab 주사제,1,0,0.0,40771,openai,gpt-4o-mini,v5
v5_row_150,150,Golimumab 주사제,1,0,0.0,65853,openai,gpt-4o-mini,v5
v5_row_153,153,Leflunomide 경구제,1,0,0.0,28783,openai,gpt-4o-mini,v5
v5_row_151,151,Guselkumab 주사제,1,0,0.0,66900,openai,gpt-4o-mini,v5
v5_row_154,154,Mycophenolate mofetil 경구제,1,0,0.0,27173,openai,gpt-4o-mini,v5
v5_row_159,159,Secukinumab 주사제,1,0,0.0,30125,openai,gpt-4o-mini,v5
v5_row_155,155,Mycophenolate sodium 경구제,1,0,0.0,59463,openai,gpt-4o-mini,v5
v5_row_156,156,Ozanimod 경구제,1,0,0.0,61451,openai,gpt-4o-mini,v5
v5_row_157,157,Rabbit anti-human thymocyte immunoglobulin 주사제,1,0,0.0,63319,openai,gpt-4o-mini,v5
v5_row_158,158,Risankizumab 주사제,1,0,0.0,63849,openai,gpt-4o-mini,v5
v5_row_161,161,Tacrolimus 제제,2,0,0.0,36427,openai,gpt-4o-mini,v5
v5_row_160,160,Sirolimus 경구제,1,0,0.0,62137,openai,gpt-4o-mini,v5
v5_row_162,162,Tocilizumab 주사제,1,0,0.0,40952,openai,gpt-4o-mini,v5
v5_row_167,167,Epinastine 경구제,1,0,0.0,30280,openai,gpt-4o-mini,v5
v5_row_163,163,Tofacitinib 경구제,1,0,0.0,48489,openai,gpt-4o-mini,v5
v5_row_166,166,Ustekinumab 주사제,1,0,0.0,67390,openai,gpt-4o-mini,v5
v5_row_164,164,Tralokinumab 주사제,1,0,0.0,76961,openai,gpt-4o-mini,v5
v5_row_168,168,Leukotriene 조절제 Montelukast 경구제,1,0,0.0,47715,openai,gpt-4o-mini,v5
v5_row_165,165,Upadacitinib 경구제,1,0,0.0,76120,openai,gpt-4o-mini,v5
v5_row_170,170,Pemirolast potassium 시럽제,1,0,0.0,35869,openai,gpt-4o-mini,v5
v5_row_169,169,Omalizumab 주사제,1,0,0.0,49129,openai,gpt-4o-mini,v5
v5_row_173,173,Arotinolol HCl 경구제,1,0,0.0,24575,openai,gpt-4o-mini,v5
v5_row_171,171,Caffeine and sodium benzoate 주사제,1,0,0.0,39703,openai,gpt-4o-mini,v5
v5_row_172,172,Ubidecarenone 경구제,1,0,0.0,51751,openai,gpt-4o-mini,v5
v5_row_176,176,Pilsicainide HCl 경구제,1,0,0.0,39845,openai,gpt-4o-mini,v5
v5_row_177,177,Propranolol HCl 경구제,1,0,0.0,34338,openai,gpt-4o-mini,v5
v5_row_174,174,Dronedarone 경구제,1,0,0.0,57692,openai,gpt-4o-mini,v5
v5_row_178,178,Ambrisentan 경구제,1,0,0.0,33947,openai,gpt-4o-mini,v5
v5_row_175,175,Esmolol HCl 주사제,1,0,0.0,74271,openai,gpt-4o-mini,v5
v5_row_179,179,Azilsartan medoxomil potassium 경구제,1,0,0.0,33659,openai,gpt-4o-mini,v5
v5_row_182,182,Fimasartan potassium 경구제,1,0,0.0,27281,openai,gpt-4o-mini,v5
v5_row_181,181,Doxazosin 경구제,1,0,0.0,36535,openai,gpt-4o-mini,v5
v5_row_183,183,Iloprost 흡입액,1,0,0.0,37121,openai,gpt-4o-mini,v5
v5_row_186,186,Selexipag 경구제,1,0,0.0,31926,openai,gpt-4o-mini,v5
v5_row_185,185,Phenoxybenzamine 경구제,1,0,0.0,41912,openai,gpt-4o-mini,v5
v5_row_180,180,Bosentan hydrate 경구제,1,0,0.0,77474,openai,gpt-4o-mini,v5
v5_row_188,188,"Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제",1,0,0.0,34600,openai,gpt-4o-mini,v5
v5_row_184,184,Macitentan 경구제,1,0,0.0,67015,openai,gpt-4o-mini,v5
v5_row_189,189,Zofenopril calcium 경구제,1,0,0.0,40146,openai,gpt-4o-mini,v5
v5_row_190,190,Efonidipine 경구제,1,0,0.0,35280,openai,gpt-4o-mini,v5
v5_row_192,192,Nifedipine 경구제,1,0,0.0,19711,openai,gpt-4o-mini,v5
v5_row_187,187,Sildenafil 경구제,1,0,0.0,76909,openai,gpt-4o-mini,v5
v5_row_191,191,Nicorandil 주사제,1,0,0.0,45944,openai,gpt-4o-mini,v5
v5_row_196,196,Verapamil HCl 주사제,1,0,0.0,37263,openai,gpt-4o-mini,v5
v5_row_193,193,Nimodipine 경구제,1,0,0.0,54649,openai,gpt-4o-mini,v5
v5_row_195,195,Trimetazidine 경구제,1,0,0.0,39477,openai,gpt-4o-mini,v5
v5_row_194,194,Nitroglycerin 주사제,1,0,0.0,69897,openai,gpt-4o-mini,v5
v5_row_197,197,Alirocumab 주사제,1,0,0.0,66630,openai,gpt-4o-mini,v5
v5_row_198,198,Clopidogrel 경구제,1,0,0.0,69229,openai,gpt-4o-mini,v5
v5_row_201,201,Ezetimibe 경구제,1,0,0.0,46491,openai,gpt-4o-mini,v5
v5_row_199,199,Clopidogrel + Aspirin 복합경구제,1,0,0.0,67376,openai,gpt-4o-mini,v5
v5_row_200,200,Evolocumab 주사제,1,0,0.0,72546,openai,gpt-4o-mini,v5
v5_row_202,202,Ezetimibe+Atorvastatin 복합경구제,1,0,0.0,43365,openai,gpt-4o-mini,v5
v5_row_203,203,Ezetimibe+Fenofibrate 복합경구제,1,0,0.0,36076,openai,gpt-4o-mini,v5
v5_row_206,206,Omega-3-acid ethyl esters 90 + atorvastatin 복합경구제,1,0,0.0,13852,openai,gpt-4o-mini,v5
v5_row_205,205,Omega-3-acid ethyl esters 90 경구제,1,0,0.0,32960,openai,gpt-4o-mini,v5
v5_row_208,208,고혈압치료제 + 고지혈증치료제 복합경구제,0,0,0.0,22452,openai,gpt-4o-mini,v5
v5_row_204,204,Lovastatin 경구제,1,0,0.0,50851,openai,gpt-4o-mini,v5
v5_row_211,211,Alprostadil 주사제,1,0,0.0,26375,openai,gpt-4o-mini,v5
v5_row_213,213,Alteplase 주사제,1,0,0.0,26315,openai,gpt-4o-mini,v5
v5_row_207,207,Omega-3-acid ethyl esters 90 + Rosuvastatin 복합경구제,1,0,0.0,60592,openai,gpt-4o-mini,v5
v5_row_209,209,Abciximab 주사제,1,0,0.0,65892,openai,gpt-4o-mini,v5
v5_row_210,210,Adenosine 주사제,1,0,0.0,64170,openai,gpt-4o-mini,v5
v5_row_215,215,Aspirin 경구제,1,0,0.0,26915,openai,gpt-4o-mini,v5
v5_row_214,214,Argatroban 주사제,1,0,0.0,48389,openai,gpt-4o-mini,v5
v5_row_212,212,Alprostadil a-cyclodextrin 주사제,1,0,0.0,62799,openai,gpt-4o-mini,v5
v5_row_216,216,Aspirin 25mg + Dipyridamole 200mg 경구제,1,0,0.0,41233,openai,gpt-4o-mini,v5
v5_row_217,217,Citicoline 경구제,1,0,0.0,35416,openai,gpt-4o-mini,v5
v5_row_219,219,Dobesilate calcium 경구제,1,0,0.0,37262,openai,gpt-4o-mini,v5
v5_row_218,218,Citicoline 주사제,1,0,0.0,53450,openai,gpt-4o-mini,v5
v5_row_221,221,Finerenone 경구제,1,0,0.0,57525,openai,gpt-4o-mini,v5
v5_row_223,223,Icatibant 주사제,1,0,0.0,47327,openai,gpt-4o-mini,v5
v5_row_220,220,Ferric citrate 경구제,1,0,0.0,69986,openai,gpt-4o-mini,v5
v5_row_222,222,Ginkgo biloba extract 경구제,1,0,0.0,63627,openai,gpt-4o-mini,v5
v5_row_224,224,Ivabradine 경구제,1,0,0.0,57579,openai,gpt-4o-mini,v5
v5_row_225,225,Kallidinogenase 경구제,1,0,0.0,49090,openai,gpt-4o-mini,v5
v5_row_226,226,Lanthanum carbonate 경구제,1,0,0.0,36340,openai,gpt-4o-mini,v5
v5_row_227,227,Limaprost a-cyclodextrin 경구제,1,0,0.0,35714,openai,gpt-4o-mini,v5
v5_row_230,230,"Nicergoline 5mg, 10mg 경구제",1,0,0.0,29799,openai,gpt-4o-mini,v5
v5_row_231,231,Pentoxifylline 경구제,1,0,0.0,28271,openai,gpt-4o-mini,v5
v5_row_229,229,Milrinone 주사제,1,0,0.0,41239,openai,gpt-4o-mini,v5
v5_row_228,228,L-Carnitine,2,0,0.0,64393,openai,gpt-4o-mini,v5
v5_row_235,235,Sucroferric oxyhydroxide 경구제,1,0,0.0,17690,openai,gpt-4o-mini,v5
v5_row_232,232,Sacubitril·Valsartan 경구제,1,0,0.0,51805,openai,gpt-4o-mini,v5
v5_row_236,236,Tenecteplase 주사제,1,0,0.0,29974,openai,gpt-4o-mini,v5
v5_row_233,233,"Sevelamer HCl 400mg, 800mg 경구제",1,0,0.0,55148,openai,gpt-4o-mini,v5
v5_row_234,234,Sodium ozagrel 주사제,1,0,0.0,42109,openai,gpt-4o-mini,v5
v5_row_237,237,Tirofiban HCl,1,0,0.0,54485,openai,gpt-4o-mini,v5
v5_row_241,241,Fluticasone propionate + Formoterol 흡입제,1,0,0.0,35642,openai,gpt-4o-mini,v5
v5_row_240,240,vitis vinifera ext. 경구제,1,0,0.0,41700,openai,gpt-4o-mini,v5
v5_row_238,238,Tolvaptan 경구제,1,0,0.0,65024,openai,gpt-4o-mini,v5
v5_row_239,239,Vericiguat 경구제,1,0,0.0,56438,openai,gpt-4o-mini,v5
v5_row_243,243,Caffeine citrate 주사제,1,0,0.0,22820,openai,gpt-4o-mini,v5
v5_row_244,244,Acetylcysteine 주사제,1,0,0.0,25407,openai,gpt-4o-mini,v5
v5_row_242,242,Vilanterol trifenatate + Fluticasone furoate 흡입제,1,0,0.0,63072,openai,gpt-4o-mini,v5
v5_row_245,245,Acetylcysteine 흡입액,1,0,0.0,30336,openai,gpt-4o-mini,v5
v5_row_246,246,Ambroxol HCl 주사제,1,0,0.0,25695,openai,gpt-4o-mini,v5
v5_row_248,248,Ciclesonide 외용제,1,0,0.0,38070,openai,gpt-4o-mini,v5
v5_row_247,247,Beclomethasone dipropionate + Formoterol 흡입제,2,0,0.0,45675,openai,gpt-4o-mini,v5
v5_row_249,249,Fluticasone furoate 흡입제,1,0,0.0,31871,openai,gpt-4o-mini,v5
v5_row_251,251,Ivy leaf 30% ethanol dried ext. 시럽제,1,0,0.0,35255,openai,gpt-4o-mini,v5
v5_row_252,252,Salbutamol 경구제,1,0,0.0,36992,openai,gpt-4o-mini,v5
v5_row_250,250,Formoterol fumarate +,1,0,0.0,60931,openai,gpt-4o-mini,v5
v5_row_253,253,Salbutamol sulfate 흡입액,1,0,0.0,35809,openai,gpt-4o-mini,v5
v5_row_254,254,Salmeterol xinafoate + Fluticasone propionate 흡입제,1,0,0.0,62653,openai,gpt-4o-mini,v5
v5_row_255,255,만성폐쇄성폐질환 흡입용 치료제,0,0,0.0,63315,openai,gpt-4o-mini,v5
v5_row_259,259,Indacaterol acetate +Mometasone furoate 흡입제,2,0,0.0,30572,openai,gpt-4o-mini,v5
v5_row_258,258,Indacaterol acetate+ Glycopyrronium bromide+ Mometasone furoate 흡입제,3,0,0.0,36305,openai,gpt-4o-mini,v5
v5_row_257,257,Benralizumab 주사제,1,0,0.0,61344,openai,gpt-4o-mini,v5
v5_row_256,256,Beclometasone dipropionate + Formoterol fumarate + Glycopyrronium bromide흡입제,3,0,0.0,70535,openai,gpt-4o-mini,v5
v5_row_262,262,Pirfenidone 경구제,1,0,0.0,26823,openai,gpt-4o-mini,v5
v5_row_263,263,Reslizumab 주사제,1,0,0.0,25103,openai,gpt-4o-mini,v5
v5_row_260,260,Lung surfactant,1,0,0.0,47535,openai,gpt-4o-mini,v5
v5_row_265,265,Salmeterol xinafoate micronized + budesonide 흡입제,2,0,0.0,43004,openai,gpt-4o-mini,v5
v5_row_261,261,mepolizumab 주사제,1,0,0.0,64376,openai,gpt-4o-mini,v5
v5_row_264,264,Roflumilast 경구제,1,0,0.0,53098,openai,gpt-4o-mini,v5
v5_row_267,267,Tiotropium 흡입제,1,0,0.0,44771,openai,gpt-4o-mini,v5
v5_row_266,266,Sivelestat sodium hydrate 주사제,1,0,0.0,55949,openai,gpt-4o-mini,v5
v5_row_270,270,Doxycycline hyclate 20mg 경구제,1,0,0.0,27380,openai,gpt-4o-mini,v5
v5_row_269,269,가글 용제,1,0,0.0,33389,openai,gpt-4o-mini,v5
v5_row_272,272,프로톤 펌프 억제 주사제 Pantoprazole sodium,1,0,0.0,27311,openai,gpt-4o-mini,v5
v5_row_268,268,Vilanterol trifenatate + Fluticasone furoate + Umeclidinium 흡입제,1,0,0.0,62118,openai,gpt-4o-mini,v5
v5_row_273,273,Artemisia asiatica 95% ethanol ext. 경구제,1,0,0.0,30558,openai,gpt-4o-mini,v5
v5_row_271,271,프로톤 펌프 억제 경구제 Omeprazole,1,0,0.0,52231,openai,gpt-4o-mini,v5
