row_id,row_idx,main_name,brand_count,questions_generated,attempt_count,elapsed_ms,provider,model,success
row_206,206,Omega-3-acid ethyl esters 90 + atorvastatin 복합경구제,1,10,3,34934,openai,gpt-4o-mini,True
row_203,203,Ezetimibe+Fenofibrate 복합경구제,1,10,3,47593,openai,gpt-4o-mini,True
row_199,199,Clopidogrel + Aspirin 복합경구제,1,10,3,87575,openai,gpt-4o-mini,True
row_208,208,고혈압치료제 + 고지혈증치료제 복합경구제,0,7,3,24219,openai,gpt-4o-mini,True
row_209,209,Abciximab 주사제,1,10,3,29811,openai,gpt-4o-mini,True
row_210,210,Adenosine 주사제,1,10,3,44883,openai,gpt-4o-mini,True
row_207,207,Omega-3-acid ethyl esters 90 + Rosuvastatin 복합경구제,1,10,3,78624,openai,gpt-4o-mini,True
row_205,205,Omega-3-acid ethyl esters 90 경구제,1,10,3,98657,openai,gpt-4o-mini,True
row_213,213,Alteplase 주사제,1,10,3,28207,openai,gpt-4o-mini,True
row_212,212,Alprostadil a-cyclodextrin 주사제,1,10,3,62555,openai,gpt-4o-mini,True
row_216,216,Aspirin 25mg + Dipyridamole 200mg 경구제,1,10,3,32469,openai,gpt-4o-mini,True
row_211,211,Alprostadil 주사제,1,10,3,91009,openai,gpt-4o-mini,True
row_218,218,Citicoline 주사제,1,10,3,24331,openai,gpt-4o-mini,True
row_214,214,Argatroban 주사제,1,10,3,62126,openai,gpt-4o-mini,True
row_215,215,Aspirin 경구제,1,10,3,67501,openai,gpt-4o-mini,True
row_217,217,Citicoline 경구제,1,10,3,66779,openai,gpt-4o-mini,True
row_220,220,Ferric citrate 경구제,1,10,3,33605,openai,gpt-4o-mini,True
row_219,219,Dobesilate calcium 경구제,1,10,3,43957,openai,gpt-4o-mini,True
row_221,221,Finerenone 경구제,1,10,3,39373,openai,gpt-4o-mini,True
row_223,223,Icatibant 주사제,1,10,3,25040,openai,gpt-4o-mini,True
row_224,224,Ivabradine 경구제,1,10,3,36672,openai,gpt-4o-mini,True
row_222,222,Ginkgo biloba extract 경구제,1,10,3,62482,openai,gpt-4o-mini,True
row_228,228,L-Carnitine,2,10,3,31270,openai,gpt-4o-mini,True
row_225,225,Kallidinogenase 경구제,1,10,3,57425,openai,gpt-4o-mini,True
row_227,227,Limaprost a-cyclodextrin 경구제,1,10,3,53869,openai,gpt-4o-mini,True
row_229,229,Milrinone 주사제,1,10,3,30185,openai,gpt-4o-mini,True
row_226,226,Lanthanum carbonate 경구제,1,10,3,64978,openai,gpt-4o-mini,True
row_230,230,"Nicergoline 5mg, 10mg 경구제",1,10,3,40426,openai,gpt-4o-mini,True
row_234,234,Sodium ozagrel 주사제,1,10,3,35192,openai,gpt-4o-mini,True
row_235,235,Sucroferric oxyhydroxide 경구제,1,10,3,38629,openai,gpt-4o-mini,True
row_232,232,Sacubitril·Valsartan 경구제,1,10,3,53518,openai,gpt-4o-mini,True
row_233,233,"Sevelamer HCl 400mg, 800mg 경구제",1,10,3,57671,openai,gpt-4o-mini,True
row_231,231,Pentoxifylline 경구제,1,10,3,77854,openai,gpt-4o-mini,True
row_236,236,Tenecteplase 주사제,1,10,3,42509,openai,gpt-4o-mini,True
row_237,237,Tirofiban HCl,1,10,3,31254,openai,gpt-4o-mini,True
row_240,240,vitis vinifera ext. 경구제,1,10,3,41499,openai,gpt-4o-mini,True
row_241,241,Fluticasone propionate + Formoterol 흡입제,1,10,3,42247,openai,gpt-4o-mini,True
row_239,239,Vericiguat 경구제,1,10,3,53030,openai,gpt-4o-mini,True
row_245,245,Acetylcysteine 흡입액,1,10,3,17844,openai,gpt-4o-mini,True
row_238,238,Tolvaptan 경구제,1,10,3,79329,openai,gpt-4o-mini,True
row_242,242,Vilanterol trifenatate + Fluticasone furoate 흡입제,1,10,3,64317,openai,gpt-4o-mini,True
row_246,246,Ambroxol HCl 주사제,1,10,3,26665,openai,gpt-4o-mini,True
row_243,243,Caffeine citrate 주사제,1,10,3,69108,openai,gpt-4o-mini,True
row_244,244,Acetylcysteine 주사제,1,10,3,49862,openai,gpt-4o-mini,True
row_251,251,Ivy leaf 30% ethanol dried ext. 시럽제,1,10,3,18294,openai,gpt-4o-mini,True
row_249,249,Fluticasone furoate 흡입제,1,10,3,33162,openai,gpt-4o-mini,True
row_247,247,Beclomethasone dipropionate + Formoterol 흡입제,2,10,3,56669,openai,gpt-4o-mini,True
row_252,252,Salbutamol 경구제,1,10,3,34190,openai,gpt-4o-mini,True
row_248,248,Ciclesonide 외용제,1,10,3,65152,openai,gpt-4o-mini,True
row_257,257,Benralizumab 주사제,1,10,3,16546,openai,gpt-4o-mini,True
row_255,255,만성폐쇄성폐질환 흡입용 치료제,0,7,3,37622,openai,gpt-4o-mini,True
row_256,256,Beclometasone dipropionate + Formoterol fumarate + Glycopyrronium bromide흡입제,3,10,3,34914,openai,gpt-4o-mini,True
row_250,250,Formoterol fumarate +,1,10,3,99148,openai,gpt-4o-mini,True
row_253,253,Salbutamol sulfate 흡입액,1,10,3,83714,openai,gpt-4o-mini,True
row_260,260,Lung surfactant,1,10,3,45722,openai,gpt-4o-mini,True
row_261,261,mepolizumab 주사제,1,10,3,39417,openai,gpt-4o-mini,True
row_258,258,Indacaterol acetate+ Glycopyrronium bromide+ Mometasone furoate 흡입제,3,10,3,71507,openai,gpt-4o-mini,True
row_259,259,Indacaterol acetate +Mometasone furoate 흡입제,2,10,3,77863,openai,gpt-4o-mini,True
row_254,254,Salmeterol xinafoate + Fluticasone propionate 흡입제,1,10,3,147340,openai,gpt-4o-mini,True
row_262,262,Pirfenidone 경구제,1,10,3,86881,openai,gpt-4o-mini,True
row_264,264,Roflumilast 경구제,1,10,3,62961,openai,gpt-4o-mini,True
row_263,263,Reslizumab 주사제,1,10,3,82358,openai,gpt-4o-mini,True
row_265,265,Salmeterol xinafoate micronized + budesonide 흡입제,2,10,3,69290,openai,gpt-4o-mini,True
row_266,266,Sivelestat sodium hydrate 주사제,1,10,3,68751,openai,gpt-4o-mini,True
row_268,268,Vilanterol trifenatate + Fluticasone furoate + Umeclidinium 흡입제,1,10,3,39995,openai,gpt-4o-mini,True
row_271,271,프로톤 펌프 억제 경구제 Omeprazole,1,10,3,40580,openai,gpt-4o-mini,True
row_270,270,Doxycycline hyclate 20mg 경구제,1,10,3,43211,openai,gpt-4o-mini,True
row_267,267,Tiotropium 흡입제,1,10,3,82244,openai,gpt-4o-mini,True
row_269,269,가글 용제,1,10,3,81365,openai,gpt-4o-mini,True
row_275,275,Fexuprazan 경구제,1,10,3,27008,openai,gpt-4o-mini,True
row_274,274,Bismuth 경구제,1,10,3,41085,openai,gpt-4o-mini,True
row_272,272,프로톤 펌프 억제 주사제 Pantoprazole sodium,1,10,3,70078,openai,gpt-4o-mini,True
row_273,273,Artemisia asiatica 95% ethanol ext. 경구제,1,10,3,81755,openai,gpt-4o-mini,True
row_279,279,Lafutidine 경구제,1,10,3,35614,openai,gpt-4o-mini,True
row_276,276,H2 수용체 길항 주사제,1,10,3,79613,openai,gpt-4o-mini,True
row_280,280,Polaprezinc 경구제,1,10,3,44883,openai,gpt-4o-mini,True
row_277,277,Ilaprazole 경구제,1,10,3,64030,openai,gpt-4o-mini,True
row_278,278,Irsogladine maleate 경구제,1,10,3,81134,openai,gpt-4o-mini,True
row_284,284,Sulglycotide 경구제,1,10,3,36969,openai,gpt-4o-mini,True
row_281,281,Roxatidine acetate HCl 경구제,1,10,3,95477,openai,gpt-4o-mini,True
row_285,285,Tegoprazan 경구제,1,10,3,69642,openai,gpt-4o-mini,True
row_283,283,Sodium alginate 경구제,1,10,3,79804,openai,gpt-4o-mini,True
row_282,282,S-pantoprazole 경구제,1,10,3,95083,openai,gpt-4o-mini,True
row_287,287,Pyridoxine Hydrochloride + Doxylamine Succinate 복합경구제,1,10,3,62863,openai,gpt-4o-mini,True
row_289,289,"Sodium docusate, D-sorbitol 복합 제제",1,10,3,34776,openai,gpt-4o-mini,True
row_288,288,Prucalopride succinate 경구제,1,10,3,48766,openai,gpt-4o-mini,True
row_291,291,Calcium polycarbophil 경구제,1,10,3,44733,openai,gpt-4o-mini,True
row_286,286,항구토제,0,7,3,111836,openai,gpt-4o-mini,True
row_294,294,Mesalazine 제제,1,10,3,38298,openai,gpt-4o-mini,True
row_293,293,E.Coli strain Nissle 1917 동결건조물 14mg 경구제,1,10,3,52303,openai,gpt-4o-mini,True
row_290,290,Beclomethasone dipropionate 경구제,1,10,3,94352,openai,gpt-4o-mini,True
row_292,292,Dexpanthenol 주사제,1,10,3,82231,openai,gpt-4o-mini,True
row_296,296,"Ramosetron HCl 2.5㎍, 5㎍ 경구제",1,10,3,55516,openai,gpt-4o-mini,True
row_295,295,Migalastat 경구제,1,10,3,70589,openai,gpt-4o-mini,True
row_297,297,Somatostatin acetate 주사제,1,10,3,60562,openai,gpt-4o-mini,True
row_300,300,Somatrogon 주사제,1,10,3,54288,openai,gpt-4o-mini,True
row_298,298,Desmopressin acetate 경구제,1,10,3,81330,openai,gpt-4o-mini,True
row_301,301,Somatropin 서방형 주사제,1,10,3,82460,openai,gpt-4o-mini,True
row_299,299,Desmopressin acetate 주사제,1,10,3,108021,openai,gpt-4o-mini,True
row_303,303,Terlipressin acetate 주사제,1,10,3,66624,openai,gpt-4o-mini,True
