clause_id,num_questions,retries,provider,model,tokens_req,tokens_resp,elapsed_ms
141.0_piprinhydrinate-제제-품명-푸라콩-등,14,0,openai,gpt-4o-mini,257,214,10375
142.0_abrocitinib-경구제-품명-시빈코정-50100200밀리그램,15,0,openai,gpt-4o-mini,515,200,7312
142.0_baricitinib-경구제-품명-올루미언트정-2밀리그램-등,15,0,openai,gpt-4o-mini,793,185,7015
142.0_cyclosporine-경구제-품명-사이폴엔연질캅셀-등,15,0,openai,gpt-4o-mini,709,174,5967
142.0_belimumab-주사제-품명-벤리스타주-120밀리그램-등,14,0,openai,gpt-4o-mini,393,195,7436
142.0_deucravacitinib-경구제-품명-소틱투정,15,0,openai,gpt-4o-mini,566,185,6469
142.0_dupilumab-주사제-품명-듀피젠트프리필드주300-밀리그램-등,15,0,openai,gpt-4o-mini,581,178,5670
142.0_cyclosporine-주사제-품명-산디문주-등,15,0,openai,gpt-4o-mini,305,199,8593
142.0_dimethyl-fumarate-경구제-품명-스킬라렌스장용정-30밀리그램,14,0,openai,gpt-4o-mini,305,191,7750
142.0_golimumab-주사제-품명-심퍼니프리-필드시린지주-50밀리그램-등,15,0,openai,gpt-4o-mini,1376,177,5890
142.0_filgotinib-경구제-품명-지셀레카정-100밀리그램-등,14,0,openai,gpt-4o-mini,977,183,7234
142.0_ixekizumab-주사제-품명-탈츠프리-필드시린지주-등,15,0,openai,gpt-4o-mini,939,174,6217
142.0_guselkumab-주사제-품명-트렘피어프리-필드시린지주-등,15,0,openai,gpt-4o-mini,777,195,7813
142.0_leflunomide-경구제-품명-아라바정-등,15,0,openai,gpt-4o-mini,259,171,6531
142.0_everolimus-경구제-품명-써티칸정-등,14,0,openai,gpt-4o-mini,339,226,11375
142.0_mycophenolate-mofetil-경구제-품명-셀셉트캡슐-등,15,0,openai,gpt-4o-mini,893,205,6375
142.0_mycophenolate-sodium-경구제-품명-마이폴틱장용정-등,15,0,openai,gpt-4o-mini,330,211,6234
142.0_ozanimod-경구제-품명-제포시아캡슐-092밀리그램-등,15,0,openai,gpt-4o-mini,851,199,6969
142.0_risankizumab-주사제-품명-스카이리치-프리필드시린지주-등,15,0,openai,gpt-4o-mini,651,195,7375
142.0_rabbit-anti-human-thymocyte-immunoglobul,13,0,openai,gpt-4o-mini,402,167,8233
142.0_secukinumab-주사제-품명-코센틱스센소레디펜-등,15,0,openai,gpt-4o-mini,938,180,7172
142.0_sirolimus-경구제-품명-라파문정-1밀리그램-등,15,0,openai,gpt-4o-mini,347,187,8765
142.0_tocilizumab-주사제-품명-악템라주-악템라피하주사-162밀리그램,15,0,openai,gpt-4o-mini,1158,182,6547
142.0_tralokinumab-주사제-품명-아트랄자-프리필드시린지-150밀리그램,15,0,openai,gpt-4o-mini,496,178,6750
142.0_upadacitinib-경구제-품명-린버크서방정-15밀리그램-30밀리그램_p1,15,0,openai,gpt-4o-mini,1813,191,6952
142.0_tofacitinib-경구제-품명-젤잔즈정-5밀리그램-등,15,0,openai,gpt-4o-mini,1338,165,7765
142.0_tacrolimus-제제-품명-프로그랍캅셀주사-등,15,0,openai,gpt-4o-mini,474,206,14594
149.0_epinastine-경구제-품명-아르기정-등,15,0,openai,gpt-4o-mini,276,151,6108
142.0_ustekinumab-주사제-품명-스텔라라-프리필드주-45mg-등,14,0,openai,gpt-4o-mini,1297,201,8891
149.0_leukotriene-조절제-montelukast-경구제-품명-싱귤레어정,15,0,openai,gpt-4o-mini,494,185,6702
149.0_omalizumab-주사제-품명-졸레어주사-등,15,0,openai,gpt-4o-mini,556,195,6891
149.0_pemirolast-potassium-시럽제-품명-알레기살드라이시럽-등,15,0,openai,gpt-4o-mini,263,206,7625
212.0_esmolol-hcl-주사제-품명-브레비블록주-등,15,0,openai,gpt-4o-mini,387,181,4921
212.0_arotinolol-hcl-경구제-품명-알말정-등,13,0,openai,gpt-4o-mini,257,176,5890
211.0_caffeine-and-sodium-benzoate-주사제-품명-메조카주,14,0,openai,gpt-4o-mini,264,271,9468
211.0_ubidecarenone-경구제-품명-데카키논캡슐,14,0,openai,gpt-4o-mini,306,239,10844
212.0_dronedarone-경구제-품명-멀택정,14,0,openai,gpt-4o-mini,285,202,8672
212.0_pilsicainide-hcl-경구제-품명-썬리듬캡슐,15,0,openai,gpt-4o-mini,257,204,10952
212.0_propranolol-hcl-경구제-품명-인데놀정-등,15,0,openai,gpt-4o-mini,265,190,8094
214.0_ambrisentan-경구제-품명-볼리브리스정-5밀리그램-등,15,0,openai,gpt-4o-mini,509,187,9717
214.0_azilsartan-medoxomil-potassium-경구제-품명-이달,13,0,openai,gpt-4o-mini,255,232,9515
214.0_bosentan-hydrate-경구제-품명-트라클리어정-625밀리그램-등,15,0,openai,gpt-4o-mini,533,227,8469
214.0_doxazosin-경구제-품명-카딜정-등,14,0,openai,gpt-4o-mini,249,219,9875
214.0_iloprost-흡입액-품명-벤타비스흡입액,15,0,openai,gpt-4o-mini,567,161,7092
214.0_fimasartan-potassium-경구제-품명-카나브정-30mg-등,13,0,openai,gpt-4o-mini,249,254,9625
214.0_macitentan-경구제-품명-옵서미트정-10밀리그램-등,15,0,openai,gpt-4o-mini,409,183,6984
214.0_phenoxybenzamine-경구제-품명-디벤지란캡슐,15,0,openai,gpt-4o-mini,280,156,7047
214.0_sildenafil-경구제-품명-파텐션정-20밀리그램-등,15,0,openai,gpt-4o-mini,565,188,9609
214.0_treprostinil-1mgml-25mgml-5mgml-주사제-품명-레,14,0,openai,gpt-4o-mini,653,205,7907
214.0_zofenopril-calcium-경구제-품명-조페닐정75밀리그램-15밀,15,0,openai,gpt-4o-mini,281,214,6687
214.0_selexipag-경구제-품명-업트라비정-200마이크로그램-등,15,0,openai,gpt-4o-mini,441,209,12125
217.0_efonidipine-경구제-품명-핀테정-등,15,0,openai,gpt-4o-mini,248,198,7812
217.0_nicorandil-주사제-품명-시그마트주48밀리그램,15,0,openai,gpt-4o-mini,271,189,7375
217.0_nimodipine-경구제-품명-삼진니모디핀정-등,15,0,openai,gpt-4o-mini,284,166,8045
217.0_nifedipine-경구제-품명-아달라트오로스정30-등,15,0,openai,gpt-4o-mini,297,198,8906
217.0_nitroglycerin-주사제-품명-페링가니트01주사-등,15,0,openai,gpt-4o-mini,284,211,9282
218.0_alirocumab-주사제-품명-프랄런트펜주-75밀리그램-등,15,0,openai,gpt-4o-mini,543,205,8109
217.0_verapamil-hcl-주사제-품명-일성이솔틴주사,15,0,openai,gpt-4o-mini,273,204,8625
217.0_trimetazidine-경구제-품명-바스티난엠알서방정-바스티난정-등,15,0,openai,gpt-4o-mini,266,185,9640
218.0_clopidogrel-경구제-품명-피도글정-등,15,0,openai,gpt-4o-mini,495,189,8844
218.0_ezetimibeatorvastatin-복합경구제-품명-아토젯정-등-ez,13,0,openai,gpt-4o-mini,288,195,7907
218.0_clopidogrel-aspirin-복합경구제-품명-클로스원캡슐-등,14,0,openai,gpt-4o-mini,334,239,9686
218.0_ezetimibe-경구제-품명-이지트롤정-등,15,0,openai,gpt-4o-mini,288,186,9375
218.0_evolocumab-주사제-품명-레파타주-프리필드펜,14,0,openai,gpt-4o-mini,637,208,11187
218.0_ezetimibefenofibrate-복합경구제-품명-에제페노정,15,0,openai,gpt-4o-mini,288,220,10609
218.0_lovastatin-경구제-품명-로바로드정-등,15,0,openai,gpt-4o-mini,263,173,9172
218.0_omega-3-acid-ethyl-esters-90-rosuvastati,14,0,openai,gpt-4o-mini,426,182,7795
218.0_omega-3-acid-ethyl-esters-90-경구제-품명-오마코연,14,0,openai,gpt-4o-mini,400,275,9577
219.0_abciximab-주사제-품명-클로티냅주-등,15,0,openai,gpt-4o-mini,425,189,8405
219.0_고혈압치료제-고지혈증치료제-복합경구제,15,0,openai,gpt-4o-mini,454,181,10015
219.0_adenosine-주사제-품명-아데노코주사-등,15,0,openai,gpt-4o-mini,269,200,6625
219.0_alprostadil-주사제-품명-에글란딘주-등,15,0,openai,gpt-4o-mini,448,176,6688
218.0_omega-3-acid-ethyl-esters-90-atorvastati,12,0,openai,gpt-4o-mini,427,312,15844
219.0_alprostadil-a-cyclodextrin-주사제-품명-알푸로덱스주,13,0,openai,gpt-4o-mini,425,223,9687
219.0_argatroban-주사제-품명-아가론주-등,15,0,openai,gpt-4o-mini,287,166,8109
219.0_alteplase-주사제-품명-액티라제주사,15,0,openai,gpt-4o-mini,445,207,10437
219.0_aspirin-경구제-품명-아스피린-프로텍트정-100밀리그람-등,14,0,openai,gpt-4o-mini,474,147,9218
219.0_aspirin-25mg-dipyridamole-200mg-경구제-품명-아,10,0,openai,gpt-4o-mini,266,243,10500
219.0_citicoline-경구제-품명-소마지나정,14,0,openai,gpt-4o-mini,256,225,10827
219.0_citicoline-주사제-품명-참시티콜린주-등,15,0,openai,gpt-4o-mini,277,176,9937
219.0_dobesilate-calcium-경구제-품명-일성독시움정-등,14,0,openai,gpt-4o-mini,277,229,8780
219.0_ferric-citrate-경구제-품명-네폭실캡슐-500mg,14,0,openai,gpt-4o-mini,304,214,8297
219.0_finerenone-경구제-품명-케렌디아정-10밀리그램-등,15,0,openai,gpt-4o-mini,348,179,6781
219.0_ginkgo-biloba-extract-경구제-품명-타나민정-기넥신에프정,14,0,openai,gpt-4o-mini,316,221,8108
219.0_limaprost-a-cyclodextrin-경구제-품명-동아오팔몬정-등,15,0,openai,gpt-4o-mini,281,232,6343
219.0_icatibant-주사제-품명-피라지르프리필드시린지,15,0,openai,gpt-4o-mini,280,176,11844
219.0_kallidinogenase-경구제-품명-카나쿨린정-등,15,0,openai,gpt-4o-mini,263,203,10327
219.0_lanthanum-carbonate-경구제-품명-포스레놀정-등,15,0,openai,gpt-4o-mini,290,258,10625
219.0_ivabradine-경구제-품명-프로코라란정,15,0,openai,gpt-4o-mini,340,232,11375
219.0_l-carnitine-품명-엘칸정엘칸주사-등,15,0,openai,gpt-4o-mini,370,174,6891
219.0_pentoxifylline-경구제-품명-트렌탈정400-등,15,0,openai,gpt-4o-mini,339,189,6688
219.0_nicergoline-5mg-10mg-경구제-품명-사미온정-등,15,0,openai,gpt-4o-mini,259,218,10640
219.0_sevelamer-hcl-400mg-800mg-경구제-품명-레나젤정-등-,15,0,openai,gpt-4o-mini,320,194,9390
219.0_sodium-ozagrel-주사제-품명-키산본에스주,15,0,openai,gpt-4o-mini,254,224,9265
219.0_milrinone-주사제-품명-프리마코주,15,0,openai,gpt-4o-mini,273,208,15562
219.0_sacubitrilvalsartan-경구제-품명-엔트레스토필름코팅정-50,15,0,openai,gpt-4o-mini,318,254,12359
219.0_sucroferric-oxyhydroxide-경구제-품명-벨포로츄어블정,13,0,openai,gpt-4o-mini,294,241,10280
219.0_tirofiban-hcl-품명-아그라스타트주,15,0,openai,gpt-4o-mini,320,207,10437
219.0_tenecteplase-주사제-품명-메탈라제주,15,0,openai,gpt-4o-mini,259,206,11297
219.0_vericiguat-경구제-품명-베르쿠보정-25mg-등,15,0,openai,gpt-4o-mini,402,186,9202
219.0_tolvaptan-경구제-품명-삼스카정-15밀리그램-등,15,0,openai,gpt-4o-mini,579,164,11295
219.0_vitis-vinifera-ext-경구제-품명-엔테론정-50밀리그람-등,14,0,openai,gpt-4o-mini,289,214,11170
222.0_acetylcysteine-흡입액-품명-뮤코미스트액-등,14,0,openai,gpt-4o-mini,251,165,7672
222.0_ambroxol-hcl-주사제-품명-앰브로주사-등,15,0,openai,gpt-4o-mini,271,171,6954
221.0_caffeine-citrate-주사제-품명-네오카프주-등-caffeine,15,0,openai,gpt-4o-mini,366,191,10530
220.0_vilanterol-trifenatate-fluticasone-furoa,12,0,openai,gpt-4o-mini,334,304,10656
220.0_fluticasone-propionate-formoterol-흡입제-품명,14,0,openai,gpt-4o-mini,273,275,14750
222.0_acetylcysteine-주사제-품명-뮤코스텐주-등,15,0,openai,gpt-4o-mini,278,183,10657
222.0_beclomethasone-dipropionate-formoterol-흡,12,0,openai,gpt-4o-mini,352,300,10516
222.0_fluticasone-furoate-흡입제-품명-아뉴이티-100엘립타-등,14,0,openai,gpt-4o-mini,261,194,10188
222.0_formoterol-fumarate-micronizedbudeson-id,13,0,openai,gpt-4o-mini,340,331,11202
222.0_salbutamol-경구제-품명-부광살부타몰정-등,15,0,openai,gpt-4o-mini,262,217,10342
222.0_ciclesonide-외용제-품명-알베스코흡입제-16080,11,0,openai,gpt-4o-mini,253,239,12702
222.0_ivy-leaf-30-ethanol-dried-ext-시럽제-품명-푸로스,9,0,openai,gpt-4o-mini,267,296,13437
222.0_salbutamol-sulfate-흡입액-품명-벤토린흡입액-등,13,0,openai,gpt-4o-mini,257,213,8405
229.0_만성폐쇄성폐질환-흡입용-치료제,13,0,openai,gpt-4o-mini,341,216,9109
229.0_benralizumab-주사제-품명-파센라프리필드시린지주-30밀리그램,15,0,openai,gpt-4o-mini,585,190,8092
