row_id,row_idx,main_name,brand_count,questions_generated,avg_length,elapsed_ms,provider,model,version
v5_simple_row_59,59,Celecoxib 경구제,1,10,42.6,23562,openai,gpt-4o-mini,v5_simple
v5_simple_row_60,60,Etoricoxib 경구제,1,9,43.111111111111114,16016,openai,gpt-4o-mini,v5_simple
v5_simple_row_58,58,Celecoxib + 당귀·목과·방풍·속단· 오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.,1,5,33.8,40077,openai,gpt-4o-mini,v5_simple
v5_simple_row_62,62,Methotrexate 프리필드시린지 주사제,1,13,44.84615384615385,18330,openai,gpt-4o-mini,v5_simple
v5_simple_row_61,61,Loxoprofen sodium 60mg 경구제,1,12,43.75,24417,openai,gpt-4o-mini,v5_simple
v5_simple_row_64,64,Propacetamol HCl 주사제,1,13,47.46153846153846,29901,openai,gpt-4o-mini,v5_simple
v5_simple_row_65,65,Methylphenidate HCl 서방형 경구제,1,13,34.23076923076923,33437,openai,gpt-4o-mini,v5_simple
v5_simple_row_67,67,Agomelatine 경구제,1,13,33.0,19391,openai,gpt-4o-mini,v5_simple
v5_simple_row_63,63,Polmacoxib 경구제,1,9,30.555555555555557,70831,openai,gpt-4o-mini,v5_simple
v5_simple_row_66,66,Methylphenidate HCl 일반형 경구제,1,13,45.15384615384615,32197,openai,gpt-4o-mini,v5_simple
v5_simple_row_69,69,Blonanserin 경구제,1,10,39.3,25158,openai,gpt-4o-mini,v5_simple
v5_simple_row_68,68,Aripiprazole 주사제,1,13,37.30769230769231,32358,openai,gpt-4o-mini,v5_simple
v5_simple_row_70,70,Bupropion 100mg 경구제,1,10,45.3,24756,openai,gpt-4o-mini,v5_simple
v5_simple_row_71,71,Bupropion HCl 150mg 경구제,1,11,45.63636363636363,18522,openai,gpt-4o-mini,v5_simple
v5_simple_row_72,72,Clozapine 경구제,1,13,38.30769230769231,20582,openai,gpt-4o-mini,v5_simple
v5_simple_row_73,73,Desvenlafaxine 경구제,1,13,36.15384615384615,20637,openai,gpt-4o-mini,v5_simple
v5_simple_row_74,74,Duloxetine 경구제,1,12,43.583333333333336,17934,openai,gpt-4o-mini,v5_simple
v5_simple_row_75,75,Fluvoxamine maleate,1,11,29.90909090909091,34833,openai,gpt-4o-mini,v5_simple
v5_simple_row_76,76,Levomepromazine maleate 경구제,1,9,50.888888888888886,35367,openai,gpt-4o-mini,v5_simple
v5_simple_row_77,77,Lorazepam 주사제,1,16,41.5625,33689,openai,gpt-4o-mini,v5_simple
v5_simple_row_78,78,Paliperidone palmitate 주사제,1,10,58.3,20259,openai,gpt-4o-mini,v5_simple
v5_simple_row_80,80,Risperidone 주사제,1,10,32.5,13610,openai,gpt-4o-mini,v5_simple
v5_simple_row_79,79,Quetiapine fumarate 경구제,1,10,43.8,31831,openai,gpt-4o-mini,v5_simple
v5_simple_row_82,82,Sulpiride 경구제,1,10,42.6,17350,openai,gpt-4o-mini,v5_simple
v5_simple_row_83,83,Tandospirone 경구제,1,10,40.0,24375,openai,gpt-4o-mini,v5_simple
v5_simple_row_84,84,Venlafaxine HCl 서방경구제,1,11,52.90909090909091,26785,openai,gpt-4o-mini,v5_simple
v5_simple_row_85,85,Vortioxetine hydrobromide 경구제,1,10,31.1,21087,openai,gpt-4o-mini,v5_simple
v5_simple_row_81,81,Sertraline HCl,1,10,28.5,75902,openai,gpt-4o-mini,v5_simple
v5_simple_row_87,87,Amantadine 경구제,1,10,44.0,17375,openai,gpt-4o-mini,v5_simple
v5_simple_row_86,86,Alemtuzumab 주사제,1,12,38.5,30161,openai,gpt-4o-mini,v5_simple
v5_simple_row_88,88,Amantadine 주사제,1,14,39.42857142857143,23179,openai,gpt-4o-mini,v5_simple
v5_simple_row_89,89,Atomoxetine HCl 경구제,1,12,39.166666666666664,23741,openai,gpt-4o-mini,v5_simple
v5_simple_row_90,90,Cladribine 경구제,1,14,38.07142857142857,28333,openai,gpt-4o-mini,v5_simple
v5_simple_row_92,92,Dimethyl fumarate 경구제,1,9,37.666666666666664,17740,openai,gpt-4o-mini,v5_simple
v5_simple_row_91,91,Clonidine hydrochloride 경구제,1,15,52.46666666666667,29429,openai,gpt-4o-mini,v5_simple
v5_simple_row_94,94,Fingolimod HCl 경구제,1,10,37.3,19172,openai,gpt-4o-mini,v5_simple
v5_simple_row_93,93,Donepezil 경구제,1,11,36.54545454545455,28159,openai,gpt-4o-mini,v5_simple
v5_simple_row_95,95,Fremanezumab 주사제,1,14,35.214285714285715,31536,openai,gpt-4o-mini,v5_simple
v5_simple_row_98,98,Glatiramer acetate 주사제,2,10,41.4,20705,openai,gpt-4o-mini,v5_simple
v5_simple_row_99,99,Memantine 경구제,1,14,34.92857142857143,24541,openai,gpt-4o-mini,v5_simple
v5_simple_row_97,97,Galcanezumab 주사제,2,10,36.0,68091,openai,gpt-4o-mini,v5_simple
v5_simple_row_96,96,Galantamine 경구제,1,11,35.90909090909091,75314,openai,gpt-4o-mini,v5_simple
v5_simple_row_100,100,Modafinil 200mg 경구제,1,8,50.625,24044,openai,gpt-4o-mini,v5_simple
v5_simple_row_101,101,Nusinersen sodium 주사제,1,12,41.833333333333336,32959,openai,gpt-4o-mini,v5_simple
v5_simple_row_103,103,Pregabalin 서방형 경구제,1,14,47.214285714285715,26828,openai,gpt-4o-mini,v5_simple
v5_simple_row_102,102,Pitolisant hydrochloride 경구제,1,17,49.705882352941174,47101,openai,gpt-4o-mini,v5_simple
v5_simple_row_104,104,Pregabalin 일반형 경구제,1,14,33.42857142857143,31812,openai,gpt-4o-mini,v5_simple
v5_simple_row_106,106,Rivastigmine 제제,1,11,45.0,25155,openai,gpt-4o-mini,v5_simple
v5_simple_row_105,105,Risdiplam 경구제,1,13,29.923076923076923,29674,openai,gpt-4o-mini,v5_simple
v5_simple_row_107,107,Satralizumab 주사제,1,14,40.42857142857143,27022,openai,gpt-4o-mini,v5_simple
v5_simple_row_108,108,Teriflunomide 경구제,1,10,30.0,23489,openai,gpt-4o-mini,v5_simple
v5_simple_row_109,109,Levobupivacaine HCl 25mg 주사제,1,13,45.15384615384615,29236,openai,gpt-4o-mini,v5_simple
v5_simple_row_110,110,Lidocaine HCl 주사제,1,13,48.53846153846154,33947,openai,gpt-4o-mini,v5_simple
v5_simple_row_113,113,Eperisone hydrochloride 경구제,1,10,50.6,21274,openai,gpt-4o-mini,v5_simple
v5_simple_row_112,112,baclofen 주사제,2,10,36.6,45781,openai,gpt-4o-mini,v5_simple
v5_simple_row_111,111,Atracurium besylate 주사제,1,12,40.666666666666664,63145,openai,gpt-4o-mini,v5_simple
v5_simple_row_114,114,Bethanechol chloride 경구제,1,8,46.5,25817,openai,gpt-4o-mini,v5_simple
v5_simple_row_115,115,Glycopyrrolate 주사제,1,10,46.5,24949,openai,gpt-4o-mini,v5_simple
v5_simple_row_116,116,Oxybutynin 경구제,1,9,41.0,28008,openai,gpt-4o-mini,v5_simple
v5_simple_row_118,118,Tafamidis meglumine 경구제,1,9,44.77777777777778,23120,openai,gpt-4o-mini,v5_simple
v5_simple_row_117,117,Hyoscine butylbromide 주사제,1,13,52.46153846153846,30886,openai,gpt-4o-mini,v5_simple
v5_simple_row_120,120,Cyclosporin 0.05% 외용제,1,10,41.8,22556,openai,gpt-4o-mini,v5_simple
v5_simple_row_119,119,Bilberry fruit dried ext. 경구제,1,11,51.09090909090909,35671,openai,gpt-4o-mini,v5_simple
v5_simple_row_121,121,Cyclosporin 0.1% 외용제,1,10,31.8,26068,openai,gpt-4o-mini,v5_simple
v5_simple_row_123,123,Natamycin 외용제,1,11,35.27272727272727,19404,openai,gpt-4o-mini,v5_simple
v5_simple_row_124,124,Omidenepag isopropyl 외용제,1,14,32.07142857142857,26572,openai,gpt-4o-mini,v5_simple
v5_simple_row_122,122,Dexamethasone 700㎍ 이식제,1,13,40.30769230769231,31528,openai,gpt-4o-mini,v5_simple
v5_simple_row_126,126,Sodium hyaluronate 18mg/10ml 외용제,1,10,37.2,19491,openai,gpt-4o-mini,v5_simple
v5_simple_row_125,125,Rebamipide 0.1g/5ml 외용제,1,11,34.63636363636363,33989,openai,gpt-4o-mini,v5_simple
v5_simple_row_127,127,Tafluprost 외용제,1,12,31.916666666666668,27930,openai,gpt-4o-mini,v5_simple
v5_simple_row_128,128,Tosufloxacin tosylate 외용제,1,15,55.53333333333333,32678,openai,gpt-4o-mini,v5_simple
v5_simple_row_129,129,Triamcinolone acetonide 주사제,1,12,44.25,27083,openai,gpt-4o-mini,v5_simple
v5_simple_row_130,130,Verteporfin 주사제,1,14,43.5,34120,openai,gpt-4o-mini,v5_simple
v5_simple_row_131,131,Voretigene neparvovec 주사제,1,12,41.75,26389,openai,gpt-4o-mini,v5_simple
v5_simple_row_132,132,Ciprofloxacin HCl + Dexamethasone 외용제,1,12,61.833333333333336,30932,openai,gpt-4o-mini,v5_simple
v5_simple_row_133,133,Fluticasone furoate 외용제,1,10,49.6,23959,openai,gpt-4o-mini,v5_simple
v5_simple_row_134,134,Micronized ciclesonide 외용제,1,10,56.2,23762,openai,gpt-4o-mini,v5_simple
v5_simple_row_136,136,Desloratadine 경구제,1,12,43.5,26628,openai,gpt-4o-mini,v5_simple
v5_simple_row_135,135,olopatadine + mometasone furoate 외용제,1,14,36.0,34764,openai,gpt-4o-mini,v5_simple
v5_simple_row_137,137,Piprinhydrinate 제제,1,12,49.0,21231,openai,gpt-4o-mini,v5_simple
v5_simple_row_140,140,Baricitinib 경구제,1,14,40.785714285714285,28050,openai,gpt-4o-mini,v5_simple
v5_simple_row_139,139,Abrocitinib 경구제,1,12,43.0,42758,openai,gpt-4o-mini,v5_simple
v5_simple_row_138,138,Rupatadine 경구제,1,21,31.904761904761905,57945,openai,gpt-4o-mini,v5_simple
v5_simple_row_142,142,Belimumab 주사제,1,11,38.81818181818182,24273,openai,gpt-4o-mini,v5_simple
v5_simple_row_141,141,Basiliximab 주사제,1,13,39.07692307692308,34866,openai,gpt-4o-mini,v5_simple
v5_simple_row_143,143,Cyclosporine 경구제,1,10,35.1,22833,openai,gpt-4o-mini,v5_simple
v5_simple_row_144,144,Cyclosporine 주사제,1,10,45.6,30809,openai,gpt-4o-mini,v5_simple
v5_simple_row_145,145,Deucravacitinib 경구제,1,11,37.27272727272727,34580,openai,gpt-4o-mini,v5_simple
v5_simple_row_146,146,Dimethyl fumarate 경구제,1,10,47.0,32935,openai,gpt-4o-mini,v5_simple
v5_simple_row_147,147,Dupilumab 주사제,1,13,38.15384615384615,25415,openai,gpt-4o-mini,v5_simple
v5_simple_row_148,148,Everolimus 경구제,1,11,41.90909090909091,21529,openai,gpt-4o-mini,v5_simple
v5_simple_row_150,150,Golimumab 주사제,1,9,46.111111111111114,20028,openai,gpt-4o-mini,v5_simple
v5_simple_row_149,149,Filgotinib 경구제,1,10,36.0,35675,openai,gpt-4o-mini,v5_simple
v5_simple_row_151,151,Guselkumab 주사제,1,12,40.0,24269,openai,gpt-4o-mini,v5_simple
v5_simple_row_152,152,Ixekizumab 주사제,1,13,42.76923076923077,32729,openai,gpt-4o-mini,v5_simple
v5_simple_row_154,154,Mycophenolate mofetil 경구제,1,14,47.142857142857146,31833,openai,gpt-4o-mini,v5_simple
v5_simple_row_153,153,Leflunomide 경구제,1,13,41.0,39065,openai,gpt-4o-mini,v5_simple
v5_simple_row_156,156,Ozanimod 경구제,1,13,36.38461538461539,24922,openai,gpt-4o-mini,v5_simple
v5_simple_row_157,157,Rabbit anti-human thymocyte immunoglobulin 주사제,1,9,58.44444444444444,25762,openai,gpt-4o-mini,v5_simple
v5_simple_row_155,155,Mycophenolate sodium 경구제,1,9,53.888888888888886,47944,openai,gpt-4o-mini,v5_simple
v5_simple_row_158,158,Risankizumab 주사제,1,10,45.8,28696,openai,gpt-4o-mini,v5_simple
v5_simple_row_160,160,Sirolimus 경구제,1,12,36.666666666666664,25881,openai,gpt-4o-mini,v5_simple
v5_simple_row_159,159,Secukinumab 주사제,1,12,26.916666666666668,57520,openai,gpt-4o-mini,v5_simple
v5_simple_row_161,161,Tacrolimus 제제,2,13,39.69230769230769,34412,openai,gpt-4o-mini,v5_simple
v5_simple_row_162,162,Tocilizumab 주사제,1,15,36.2,28974,openai,gpt-4o-mini,v5_simple
v5_simple_row_163,163,Tofacitinib 경구제,1,11,44.09090909090909,27728,openai,gpt-4o-mini,v5_simple
v5_simple_row_164,164,Tralokinumab 주사제,1,11,45.09090909090909,32528,openai,gpt-4o-mini,v5_simple
v5_simple_row_165,165,Upadacitinib 경구제,1,9,45.77777777777778,31439,openai,gpt-4o-mini,v5_simple
v5_simple_row_166,166,Ustekinumab 주사제,1,11,38.54545454545455,25568,openai,gpt-4o-mini,v5_simple
v5_simple_row_169,169,Omalizumab 주사제,1,13,39.92307692307692,22957,openai,gpt-4o-mini,v5_simple
v5_simple_row_167,167,Epinastine 경구제,1,14,44.92857142857143,44295,openai,gpt-4o-mini,v5_simple
v5_simple_row_171,171,Caffeine and sodium benzoate 주사제,1,10,54.2,17720,openai,gpt-4o-mini,v5_simple
v5_simple_row_170,170,Pemirolast potassium 시럽제,1,10,53.3,26757,openai,gpt-4o-mini,v5_simple
v5_simple_row_172,172,Ubidecarenone 경구제,1,11,40.0,23560,openai,gpt-4o-mini,v5_simple
v5_simple_row_173,173,Arotinolol HCl 경구제,1,12,41.083333333333336,24406,openai,gpt-4o-mini,v5_simple
v5_simple_row_174,174,Dronedarone 경구제,1,12,34.25,17974,openai,gpt-4o-mini,v5_simple
v5_simple_row_168,168,Leukotriene 조절제 Montelukast 경구제,1,0,0.0,96468,openai,gpt-4o-mini,v5_simple
v5_simple_row_177,177,Propranolol HCl 경구제,1,10,47.9,18812,openai,gpt-4o-mini,v5_simple
v5_simple_row_175,175,Esmolol HCl 주사제,1,18,42.166666666666664,34196,openai,gpt-4o-mini,v5_simple
v5_simple_row_176,176,Pilsicainide HCl 경구제,1,12,41.25,24927,openai,gpt-4o-mini,v5_simple
v5_simple_row_178,178,Ambrisentan 경구제,1,10,40.6,19184,openai,gpt-4o-mini,v5_simple
v5_simple_row_179,179,Azilsartan medoxomil potassium 경구제,1,14,53.5,27961,openai,gpt-4o-mini,v5_simple
v5_simple_row_180,180,Bosentan hydrate 경구제,1,12,36.333333333333336,40314,openai,gpt-4o-mini,v5_simple
v5_simple_row_181,181,Doxazosin 경구제,1,12,37.583333333333336,25433,openai,gpt-4o-mini,v5_simple
v5_simple_row_182,182,Fimasartan potassium 경구제,1,14,53.714285714285715,29049,openai,gpt-4o-mini,v5_simple
v5_simple_row_184,184,Macitentan 경구제,1,9,40.0,17612,openai,gpt-4o-mini,v5_simple
v5_simple_row_183,183,Iloprost 흡입액,1,9,33.44444444444444,27692,openai,gpt-4o-mini,v5_simple
v5_simple_row_186,186,Selexipag 경구제,1,10,34.0,16097,openai,gpt-4o-mini,v5_simple
v5_simple_row_185,185,Phenoxybenzamine 경구제,1,14,39.714285714285715,26733,openai,gpt-4o-mini,v5_simple
v5_simple_row_187,187,Sildenafil 경구제,1,14,38.642857142857146,27301,openai,gpt-4o-mini,v5_simple
v5_simple_row_188,188,"Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제",1,13,42.38461538461539,34791,openai,gpt-4o-mini,v5_simple
v5_simple_row_189,189,Zofenopril calcium 경구제,1,13,29.923076923076923,29782,openai,gpt-4o-mini,v5_simple
v5_simple_row_190,190,Efonidipine 경구제,1,10,36.3,18793,openai,gpt-4o-mini,v5_simple
v5_simple_row_192,192,Nifedipine 경구제,1,11,43.18181818181818,22524,openai,gpt-4o-mini,v5_simple
v5_simple_row_191,191,Nicorandil 주사제,1,12,39.0,34816,openai,gpt-4o-mini,v5_simple
v5_simple_row_193,193,Nimodipine 경구제,1,11,37.36363636363637,41292,openai,gpt-4o-mini,v5_simple
v5_simple_row_194,194,Nitroglycerin 주사제,1,13,45.07692307692308,26897,openai,gpt-4o-mini,v5_simple
v5_simple_row_195,195,Trimetazidine 경구제,1,10,43.8,19456,openai,gpt-4o-mini,v5_simple
v5_simple_row_196,196,Verapamil HCl 주사제,1,10,46.2,23815,openai,gpt-4o-mini,v5_simple
v5_simple_row_197,197,Alirocumab 주사제,1,15,38.13333333333333,30493,openai,gpt-4o-mini,v5_simple
v5_simple_row_198,198,Clopidogrel 경구제,1,16,37.5,33066,openai,gpt-4o-mini,v5_simple
v5_simple_row_199,199,Clopidogrel + Aspirin 복합경구제,1,14,52.5,31508,openai,gpt-4o-mini,v5_simple
v5_simple_row_201,201,Ezetimibe 경구제,1,11,40.18181818181818,23592,openai,gpt-4o-mini,v5_simple
v5_simple_row_200,200,Evolocumab 주사제,1,15,34.666666666666664,28406,openai,gpt-4o-mini,v5_simple
v5_simple_row_202,202,Ezetimibe+Atorvastatin 복합경구제,1,12,31.166666666666668,28644,openai,gpt-4o-mini,v5_simple
v5_simple_row_204,204,Lovastatin 경구제,1,11,41.27272727272727,23681,openai,gpt-4o-mini,v5_simple
v5_simple_row_203,203,Ezetimibe+Fenofibrate 복합경구제,1,11,52.54545454545455,26895,openai,gpt-4o-mini,v5_simple
v5_simple_row_205,205,Omega-3-acid ethyl esters 90 경구제,1,9,34.44444444444444,24895,openai,gpt-4o-mini,v5_simple
v5_simple_row_207,207,Omega-3-acid ethyl esters 90 + Rosuvastatin 복합경구제,1,8,35.875,23384,openai,gpt-4o-mini,v5_simple
v5_simple_row_206,206,Omega-3-acid ethyl esters 90 + atorvastatin 복합경구제,1,12,31.083333333333332,27529,openai,gpt-4o-mini,v5_simple
v5_simple_row_208,208,고혈압치료제 + 고지혈증치료제 복합경구제,0,8,28.5,21768,openai,gpt-4o-mini,v5_simple
v5_simple_row_209,209,Abciximab 주사제,1,13,39.07692307692308,23143,openai,gpt-4o-mini,v5_simple
v5_simple_row_210,210,Adenosine 주사제,1,12,37.916666666666664,24575,openai,gpt-4o-mini,v5_simple
v5_simple_row_211,211,Alprostadil 주사제,1,10,45.9,22216,openai,gpt-4o-mini,v5_simple
v5_simple_row_214,214,Argatroban 주사제,1,10,42.3,16928,openai,gpt-4o-mini,v5_simple
v5_simple_row_212,212,Alprostadil a-cyclodextrin 주사제,1,12,50.5,37495,openai,gpt-4o-mini,v5_simple
v5_simple_row_215,215,Aspirin 경구제,1,10,30.1,18373,openai,gpt-4o-mini,v5_simple
v5_simple_row_216,216,Aspirin 25mg + Dipyridamole 200mg 경구제,1,11,48.18181818181818,18618,openai,gpt-4o-mini,v5_simple
v5_simple_row_213,213,Alteplase 주사제,1,13,32.30769230769231,64505,openai,gpt-4o-mini,v5_simple
v5_simple_row_217,217,Citicoline 경구제,1,11,43.54545454545455,24241,openai,gpt-4o-mini,v5_simple
v5_simple_row_218,218,Citicoline 주사제,1,12,31.75,19159,openai,gpt-4o-mini,v5_simple
v5_simple_row_220,220,Ferric citrate 경구제,1,12,47.25,23563,openai,gpt-4o-mini,v5_simple
v5_simple_row_219,219,Dobesilate calcium 경구제,1,10,31.0,49808,openai,gpt-4o-mini,v5_simple
v5_simple_row_222,222,Ginkgo biloba extract 경구제,1,12,54.666666666666664,24110,openai,gpt-4o-mini,v5_simple
v5_simple_row_223,223,Icatibant 주사제,1,11,39.72727272727273,20089,openai,gpt-4o-mini,v5_simple
v5_simple_row_221,221,Finerenone 경구제,1,12,30.833333333333332,68059,openai,gpt-4o-mini,v5_simple
v5_simple_row_224,224,Ivabradine 경구제,1,11,37.09090909090909,24591,openai,gpt-4o-mini,v5_simple
v5_simple_row_225,225,Kallidinogenase 경구제,1,10,49.2,19304,openai,gpt-4o-mini,v5_simple
v5_simple_row_228,228,L-Carnitine,2,15,37.666666666666664,22370,openai,gpt-4o-mini,v5_simple
v5_simple_row_227,227,Limaprost a-cyclodextrin 경구제,1,10,56.6,33172,openai,gpt-4o-mini,v5_simple
v5_simple_row_226,226,Lanthanum carbonate 경구제,1,11,54.09090909090909,41992,openai,gpt-4o-mini,v5_simple
v5_simple_row_230,230,"Nicergoline 5mg, 10mg 경구제",1,10,35.0,18472,openai,gpt-4o-mini,v5_simple
v5_simple_row_229,229,Milrinone 주사제,1,10,37.4,27911,openai,gpt-4o-mini,v5_simple
v5_simple_row_231,231,Pentoxifylline 경구제,1,10,44.3,32635,openai,gpt-4o-mini,v5_simple
v5_simple_row_232,232,Sacubitril·Valsartan 경구제,1,10,39.7,30815,openai,gpt-4o-mini,v5_simple
v5_simple_row_233,233,"Sevelamer HCl 400mg, 800mg 경구제",1,11,37.09090909090909,23490,openai,gpt-4o-mini,v5_simple
v5_simple_row_235,235,Sucroferric oxyhydroxide 경구제,1,10,43.4,19625,openai,gpt-4o-mini,v5_simple
v5_simple_row_234,234,Sodium ozagrel 주사제,1,12,45.166666666666664,34759,openai,gpt-4o-mini,v5_simple
v5_simple_row_236,236,Tenecteplase 주사제,1,10,41.2,28041,openai,gpt-4o-mini,v5_simple
